"uniqueID","stream","site_type","date_MI_sampling","identified_taxa","lowest_level_identified","phylum","subphylum","class","order","family","tribe_subfamily","genus","species","number_of_kicks","abundance_absolut"
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Limnius volckmari","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Limnius","Limnius volckmari",5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Limnius volckmari","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Limnius","Limnius volckmari",5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Limnius volckmari","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Limnius","Limnius volckmari",5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Limnius volckmari","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Limnius","Limnius volckmari",5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Limnius volckmari","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Limnius","Limnius volckmari",5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Limnius volckmari","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Limnius","Limnius volckmari",5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Limnius volckmari","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Limnius","Limnius volckmari",5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Limnius volckmari","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Limnius","Limnius volckmari",5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Limnius volckmari","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Limnius","Limnius volckmari",5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Limnius volckmari","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Limnius","Limnius volckmari",5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,10,11
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,10,2
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,10,1
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,10,1
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,10,4
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,5,5
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,5,29
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,5,8
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,5,22
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,5,6
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,5,3
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,5,2
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,5,1
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,5,1
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Limoniidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,NA,NA,5,4
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",10,1
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",10,1
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",5,1
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",5,2
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",5,1
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Lype reducta","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Psychomyiidae",NA,"Lype","Lype reducta",5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",10,2
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",10,2
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",10,1
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",10,5
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",5,1
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",5,1
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",5,2
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Melampophylax melampus","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae",NA,"Melampophylax","Melampophylax melampus",5,3
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,10,4
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,10,22
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,10,3
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,10,2
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,10,1
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,10,10
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,10,1
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,5,5
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,5,1
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,5,2
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,5,2
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,5,3
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,5,3
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,5,1
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Nematoda","P","Nematoda",NA,NA,NA,NA,NA,NA,NA,5,1
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",10,0
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",10,1
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Nepa cinerea","S","Arthropoda","Hexapoda","Insecta","Hemiptera","Nepidae",NA,"Nepa","Nepa cinerea",5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,10,0
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,5,2
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Nemoura sp.","G","Arthropoda","Hexapoda","Insecta","Plecoptera","Nemouridae",NA,"Nemoura",NA,5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",10,9
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",10,9
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",5,2
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",5,13
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",5,3
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",5,2
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",5,29
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",5,10
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",5,4
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Odontocerum albicorne","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Odontoceridae",NA,"Odontocerum","Odontocerum albicorne",5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Oligochaeta","O","Annelida",NA,"Clitellata","Oligochaeta",NA,NA,NA,NA,10,25
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Oligochaeta","O","Annelida",NA,"Clitellata","Oligochaeta",NA,NA,NA,NA,10,283
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Oligochaeta","O","Annelida",NA,"Clitellata","Oligochaeta",NA,NA,NA,NA,10,20
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Oligochaeta","O","Annelida",NA,"Clitellata","Oligochaeta",NA,NA,NA,NA,10,7
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Oligochaeta","O","Annelida",NA,"Clitellata","Oligochaeta",NA,NA,NA,NA,10,76
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Oligochaeta","O","Annelida",NA,"Clitellata","Oligochaeta",NA,NA,NA,NA,10,200
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Oligochaeta","O","Annelida",NA,"Clitellata","Oligochaeta",NA,NA,NA,NA,10,37
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Oligochaeta","O","Annelida",NA,"Clitellata","Oligochaeta",NA,NA,NA,NA,5,25
