"group","family","genus","taxa_link","Rang","sensitivity","generation_time","refuge","exposition"
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera tristis","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera vera","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera zwicki","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Oemopteryx","Oemopteryx loewii","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Oemopteryx","Oemopteryx sp.","genus",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Rhabdiopteryx","Rhabdiopteryx acuminata","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Rhabdiopteryx","Rhabdiopteryx alpina","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Rhabdiopteryx","Rhabdiopteryx alpina/neglecta","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Rhabdiopteryx","Rhabdiopteryx antoninoi","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Rhabdiopteryx","Rhabdiopteryx christinae","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Rhabdiopteryx","Rhabdiopteryx doiranensis","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Rhabdiopteryx","Rhabdiopteryx hamulata","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Rhabdiopteryx","Rhabdiopteryx navicula","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Rhabdiopteryx","Rhabdiopteryx neglecta ssp.","subspecies",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Rhabdiopteryx","Rhabdiopteryx sp.","genus",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Rhabdiopteryx","Rhabdiopteryx thienemanni","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Rhabdiopteryx","Rhabdiopteryx triangularis","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Taeniopterygidae","Taeniopterygidae Gen. sp.","family",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Taeniopteryx","Taeniopteryx araneoides","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Taeniopteryx","Taeniopteryx auberti","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Taeniopteryx","Taeniopteryx auberti/hubaulti","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Taeniopteryx","Taeniopteryx caucasica","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Taeniopteryx","Taeniopteryx fusca","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Taeniopteryx","Taeniopteryx hubaulti","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Taeniopteryx","Taeniopteryx kuehtreiberi","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Taeniopteryx","Taeniopteryx kuehtreiberi/schoenemundi","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Taeniopteryx","Taeniopteryx mercuryi","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Taeniopteryx","Taeniopteryx nebulosa","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Taeniopteryx","Taeniopteryx schoenemundi","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Taeniopteryx","Taeniopteryx sp.","genus",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Taeniopteryx","Taeniopteryx stankovitchi","species",0.38,1,1,1
"Polychaeta","Polychaeta","Polychaeta","Polychaeta Gen. sp.","group",NA,0.5,1,1
"Porifera","Porifera","Porifera","Porifera Gen. sp.","group",NA,NA,1,1
"Rotatoria","Rotatoria","Rotatoria","Rotatoria Gen. sp.","group",NA,NA,1,1
"Tardigrada","Tardigrada","Tardigrada","Tardigrada Gen. sp.","group",NA,NA,1,1
"Trematoda","Trematoda","Trematoda","Trematoda Gen. sp.","group",NA,NA,1,1
"Trichoptera","Apataniidae","Allomyia","Allomyia sajanensis","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Allomyia","Allomyia sp.","genus",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania auricula","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania carpathica","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania cimbrica","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania crymophila","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania cypria","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania dalecarlica","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania eatoniana","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania fimbriata","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania forsslundi","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania helvetica","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania hispida","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania intermedia","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania jemtlandica","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania kolteriana","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania majuscula","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania mercantoura","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania meridiana","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania muliebris","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania nielseni","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania olympica","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania scandinavica","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania scherfi","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania schmidiana","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania sp.","genus",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania stigmatella","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania stylata","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania subtilis","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania szczesnyorum","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania theischingerorum","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania vespica","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania volscorum","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania wallengreni","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apatania","Apatania zonella","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apataniana","Apataniana borcka","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apataniana","Apataniana hellenica","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apataniana","Apataniana sp.","genus",-0.06,1,1,1
"Trichoptera","Apataniidae","Apataniana","Apataniana stropones","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apataniana","Apataniana vardusia","species",-0.06,1,1,1
"Trichoptera","Apataniidae","Apataniidae","Apataniidae Gen. sp.","family",-0.06,1,1,1
"Trichoptera","Apataniidae","Apataniinae","Apataniinae Gen. sp.","genus",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea alva","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea aureomarginata","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea botosaneanui","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea crichtoni","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea dira","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea iglesiensis","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea ilvae","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea malahiguerra","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea malatebrera","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea maurus","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea morettii","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea pallida","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea pullata","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea rostrata","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea sp.","genus",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea terrai","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea tschundra","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea walteri","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraea","Beraea zawadil","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraeamyia","Beraeamyia antalya","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraeamyia","Beraeamyia aphyrte","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraeamyia","Beraeamyia devrekensis","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraeamyia","Beraeamyia gudrunae","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraeamyia","Beraeamyia hrabei","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraeamyia","Beraeamyia kamberlera","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraeamyia","Beraeamyia kutsaftikii","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraeamyia","Beraeamyia matsakii","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraeamyia","Beraeamyia mugla","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraeamyia","Beraeamyia schmidi","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraeamyia","Beraeamyia sp.","genus",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraeamyia","Beraeamyia squamosa","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraeidae","Beraeidae Gen. sp.","family",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraeodes","Beraeodes minutus","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraeodes","Beraeodes sp.","genus",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraeodina","Beraeodina palpalis","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Beraeodina","Beraeodina sp.","genus",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes abanticus","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes anatolicus","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes articularis","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes articularis/vicina","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes botosaneanui","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes digitatus","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes dirgenensis","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes kakofonix","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes macahelensis","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes malickyi","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes nigroauratus ssp.","subspecies",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes palpatus","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes rizeiensis","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes saltans","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes skipetarum","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes sp.","genus",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes vicinus","species",-0.06,1,1,1
"Trichoptera","Beraeidae","Ernodes","Ernodes wolfgangjoosti","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Brachycentridae","Brachycentridae Gen. sp.","family",-0.06,1,1,1
"Trichoptera","Brachycentridae","Brachycentrus","Brachycentrus americanus","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Brachycentrus","Brachycentrus maculatus","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Brachycentrus","Brachycentrus montanus","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Brachycentrus","Brachycentrus sp.","genus",-0.06,1,1,1
"Trichoptera","Brachycentridae","Brachycentrus","Brachycentrus subnubilus","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema anatolicum","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema bifoliatum","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema cenerentola","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema cinereum","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema gelidum","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema longulum","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema mencilis","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema minimum","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema moestum","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema moestum-Gr.","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema morosum","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema nigrum","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema salardum","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema sericeum","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema servatum","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema setiferum ssp.","subspecies",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema sp.","genus",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema togatum","species",-0.06,1,1,1
"Trichoptera","Brachycentridae","Micrasema","Micrasema vestitum","species",-0.06,1,1,1
"Trichoptera","Calamoceratidae","Calamoceras","Calamoceras illiesi","species",-0.06,1,1,1
"Trichoptera","Calamoceratidae","Calamoceras","Calamoceras marsupus","species",-0.06,1,1,1
"Trichoptera","Calamoceratidae","Calamoceras","Calamoceras sp.","genus",-0.06,1,1,1
"Trichoptera","Calamoceratidae","Calamoceratidae","Calamoceratidae Gen. sp.","family",-0.06,1,1,1
"Trichoptera","Calamoceratidae","Calamoceratinae","Calamoceratinae Gen. sp.","genus",-0.06,1,1,1
"Trichoptera","Dipseudopsidae","Dipseudopsidae","Dipseudopsidae Gen. sp.","family",-0.06,1,1,1
"Trichoptera","Dipseudopsidae","Dipseudopsinae","Dipseudopsinae Gen. sp.","genus",-0.06,1,1,1
"Trichoptera","Ecnomidae","Ecnomidae","Ecnomidae Gen. sp.","family",-0.06,1,1,1
"Trichoptera","Ecnomidae","Ecnomus","Ecnomus deceptor","species",-0.06,1,1,1
"Trichoptera","Ecnomidae","Ecnomus","Ecnomus gedrosicus","species",-0.06,1,1,1
"Trichoptera","Ecnomidae","Ecnomus","Ecnomus kurui","species",-0.06,1,1,1
"Trichoptera","Ecnomidae","Ecnomus","Ecnomus sp.","genus",-0.06,1,1,1
"Trichoptera","Ecnomidae","Ecnomus","Ecnomus tenellus","species",-0.06,1,1,1
"Trichoptera","Glossosomatidae","Agapetinae","Agapetinae Gen. sp.","genus",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus adejensis","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus altineri","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus belareca","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus caucasicus","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus cravensis","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus cyrnensis","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus delicatulus","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus episkopi","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus fuscipes","species",-0.06,0.5,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus hadimensis","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus incertulus","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus karabagi","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus laniger","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus lepetimnos","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus nimbulus","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus ochripes","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus quadratus","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus rectigonopoda","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus segovicus","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus selgensis","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus sp.","genus",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus theischingeri","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus","Agapetus truncatus","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Agapetus/Synagapetus","Agapetus/Synagapetus sp.","genus",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Catagapetus","Catagapetus maclachlani","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Catagapetus","Catagapetus nigrans","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Catagapetus","Catagapetus sp.","genus",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma baclava","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma bifidum","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma boltoni","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma boltoni/conformis","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma bunae","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma capitatum","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma conformis","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma develi","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma discophorum","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma intermedium","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma kirke","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma klotho","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma melikertes","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma neretvae","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma nylanderi","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma privatum","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma serravalle","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma sp.","genus",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma spoliatum","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma tunceliensis","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma unguiculatum","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma yigilca","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosomatidae","Glossosomatidae Gen. sp.","family",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Glossosomatinae","Glossosomatinae Gen. sp.","genus",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus anatolicus","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus armatus","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus arvernensis","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus basagureni","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus birgi","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus clio","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus diversus","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus dubitans","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus gorgitensis","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus hellenorum","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus insons","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus iridipennis","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus iridipennis/moselyi","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus krawanyi","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus lusitanicus","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus marlierorum","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus montanus","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus moselyi","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus oblongatus","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus padanus","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus placidus","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus punctatus","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus sarayensis","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus serotinus","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus slavorum","species",-0.06,0.62,1,1
"Trichoptera","Glossosomatidae","Synagapetus","Synagapetus sp.","genus",-0.06,0.62,1,1
"Trichoptera","Goeridae","Goera","Goera pilosa","species",-0.06,1,1,1
"Trichoptera","Goeridae","Goera","Goera sp.","genus",-0.06,1,1,1
"Trichoptera","Goeridae","Goeridae","Goeridae Gen. sp.","family",-0.06,1,1,1
"Trichoptera","Goeridae","Goerinae","Goerinae Gen. sp.","genus",-0.06,1,1,1
"Trichoptera","Goeridae","Larcasia","Larcasia partita","species",-0.06,1,1,1
"Trichoptera","Goeridae","Larcasia","Larcasia sp.","genus",-0.06,1,1,1
"Trichoptera","Goeridae","Larcasinae","Larcasinae Gen. sp.","genus",-0.06,1,1,1
"Trichoptera","Goeridae","Lithax","Lithax incanus","species",-0.06,1,1,1
"Trichoptera","Goeridae","Lithax","Lithax musaca","species",-0.06,1,1,1
"Trichoptera","Goeridae","Lithax","Lithax niger","species",-0.06,1,1,1
"Trichoptera","Goeridae","Lithax","Lithax obscurus","species",-0.06,1,1,1
"Trichoptera","Goeridae","Lithax","Lithax sp.","genus",-0.06,1,1,1
"Trichoptera","Goeridae","Silo","Silo sp.","genus",-0.06,1,0,1
"Trichoptera","Goeridae","Silonella","Silonella aurata ssp.","subspecies",-0.06,1,1,1
"Trichoptera","Goeridae","Silonella","Silonella sp.","genus",-0.06,1,1,1
"Trichoptera","Helicopsychidae","Helicopsyche","Helicopsyche bacescui","species",-0.06,1,1,1
"Trichoptera","Helicopsychidae","Helicopsyche","Helicopsyche lusitanica","species",-0.06,1,1,1
"Trichoptera","Helicopsychidae","Helicopsyche","Helicopsyche megalochari","species",-0.06,1,1,1
"Trichoptera","Helicopsychidae","Helicopsyche","Helicopsyche revelieri","species",-0.06,1,1,1
"Trichoptera","Helicopsychidae","Helicopsyche","Helicopsyche sp.","genus",-0.06,1,1,1
"Trichoptera","Helicopsychidae","Helicopsyche","Helicopsyche sperata","species",-0.06,1,1,1
"Trichoptera","Helicopsychidae","Helicopsychidae","Helicopsychidae Gen. sp.","family",-0.06,1,1,1
"Trichoptera","Hydropsychidae","Aethaloptera","Aethaloptera evanescens","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Aethaloptera","Aethaloptera sp.","genus",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Arctopsyche","Arctopsyche ladogensis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Arctopsyche","Arctopsyche sp.","genus",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Arctopsychinae","Arctopsychinae Gen. sp.","genus",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Ceratopsyche","Ceratopsyche kozhantshikovi","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Ceratopsyche","Ceratopsyche nevae","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Ceratopsyche","Ceratopsyche sp.","genus",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Ceratopsyche","Ceratopsyche valvata","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Cheumatopsyche","Cheumatopsyche capitella","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Cheumatopsyche","Cheumatopsyche infascia","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Cheumatopsyche","Cheumatopsyche lepida","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Cheumatopsyche","Cheumatopsyche processuata","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Cheumatopsyche","Cheumatopsyche sp.","genus",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Diplectrona","Diplectrona atra","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Diplectrona","Diplectrona felix","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Diplectrona","Diplectrona juliarum","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Diplectrona","Diplectrona magna","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Diplectrona","Diplectrona meridionalis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Diplectrona","Diplectrona moralesi","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Diplectrona","Diplectrona ripollensis","species",-1.03,1,1,1
